Unnamed: 0,序号,零件号,零件名称,车型项目,零件重量(KG),零件尺寸L,零件尺寸W,零件尺寸H,包装等级分类,单车用量,零件质量要求,包装袋情况,干燥剂情况
,346.0,H97A3716006AE,后组合灯移动侧,97X-LC-C项目,3.2,1365.0,230.0,90.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,347.0,H97A5520163ABBEGA,左C柱下装饰盖板,97X-LC-C项目,0.031,152.0,75.0,27.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,348.0,H97D3101050AAPK01,右后轮眉装饰件总成后段,97X-LC-C项目,0.224,554.0,421.0,65.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,349.0,H97A3607800AA,安全气囊控制器,97X-LC-C项目,0.233,140.0,114.0,40.0,C,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,350.0,H97A2912015AC,左后空气弹簧总成,97X-LC-C项目,2.7,320.0,200.0,170.0,C,1.0,1. 核心防护：防变形、防碰撞、防锈蚀；2. 强度要求：符合设计承载标准；3. 外观要求：无裂纹、无变形、无锈蚀；4. 性能要求：减震性能良好，无异常噪音,,
,351.0,H97A6104008AA,右前门玻璃升降器总成,97X-LC-C项目,1.55,590.0,510.0,100.0,B,1.0,1. 核心防护：防冲击、防划伤、防破碎；2. 外观要求：无气泡、无划痕、无杂质；,,
,352.0,HQ1841025T10L1,六角法兰面螺栓,97X-LC-C项目,0.026,25.0,10.0,10.0,C,4.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,353.0,HQY1470610T8X1,十字槽六角头法兰面螺栓,97X-LC-C项目,0.0053,20.0,10.0,10.0,C,8.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,354.0,H97X6201170XA,右后门总成,97X-LC-C项目,N,1220.0,350.0,1230.0,A,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,防锈袋,有
,355.0,H97D1001001AA,发动机左悬置总成,97X-LC-C项目,1.739,168.0,115.0,137.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,356.0,H97A6305002BA,背门锁扣总成,97X-LC-C项目,0.19,100.0,60.0,50.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,357.0,H97A5512033AAJK05,左后门框上装饰件总成,97X-LC-C项目,0.232,986.0,451.0,198.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,358.0,H97A5520150ADBKAA,右C柱下饰板总成,97X-LC-C项目,0.84,856.0,238.0,220.0,B,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,359.0,Q2704216,六角法兰面自攻螺钉,97X-LC-C项目,0.0018,20.0,8.0,8.0,C,2.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,360.0,H97A6105007AB,前门内开拉丝总成,97X-LC-C项目,0.0347,350.0,300.0,50.0,C,2.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,361.0,H97D1303065AA,电池冷却器出水管总成,97X-LC-C项目,0.073,120.0,150.0,110.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,362.0,H97A1116001AA,油箱隔离阀总成,97X-LC-C项目,0.45,170.0,90.0,50.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,363.0,HQ1840625L1,六角法兰面螺栓,97X-LC-C项目,0.2,25.0,6.0,6.0,C,14.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,364.0,HQY38001,塑料螺母,97X-LC-C项目,0.0008,22.0,22.0,9.0,C,41.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,365.0,H97A6107029AA,右前门前防水膜,97X-LC-C项目,0.02,170.0,155.0,10.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,366.0,H97A5520135ABTK11,左C柱上饰板总成,97X-LC-C项目,0.278,416.0,211.0,92.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,367.0,H97A6101041AB,左前车门防污条总成,97X-LC-C项目,0.106,1076.0,18.0,18.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,368.0,HQY215B0618L2,内六角花形大半圆头螺钉和平垫圈组合件,97X-LC-C项目,0.0046,20.0,20.0,20.0,C,3.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,369.0,H97A5006129AA,前风窗玻璃左装饰卡条,97X-LC-C项目,0.05,853.0,30.0,41.0,C,1.0,1. 核心防护：防冲击、防划伤、防破碎；2. 外观要求：无气泡、无划痕、无杂质；,,
,370.0,H97A5518018AB,右C柱天窗排水管,97X-LC-C项目,0.25,1380.0,10.0,10.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,371.0,H97A3615806BA,香氛发生器,97X-LC-C项目,0.239,93.0,125.0,95.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,372.0,H97A2941006AC,左前空气弹簧管路前段,97X-LC-C项目,0.102,2070.0,6.0,6.0,B,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,373.0,H97E6107008AA,右前门框密封条总成,97X-LC-C项目,1.27,3577.0,30.0,30.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,374.0,Q221B4216,十字槽盘头自攻螺钉和大垫圈组合件,97X-LC-C项目,0.01,20.0,10.0,10.0,C,6.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,375.0,HQY1870625,快慢充插座安装螺栓,97X-LC-C项目,0.011,25.0,10.0,10.0,C,8.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,376.0,H97A3104004BA,右后轮毂包下消声垫,97X-LC-C项目,0.329,894.0,262.0,508.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,377.0,H97A8404013BC,充电指示灯,97X-LC-C项目,0.148,182.0,37.0,123.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,378.0,H97C7912005AA,车辆控制屏总成,97X-LC-C项目,0.65,215.0,183.0,65.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,379.0,H97A5525007AAJG08,遮阳板挂钩盖板,97X-LC-C项目,0.0015,23.0,22.0,7.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,380.0,H97B5001279CA,油箱泄漏诊断模块安装支架Ⅰ组件,97X-LC-C项目,0.06（±10%）,70.0,85.0,29.0,C,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,381.0,H97Y1307023AA,水泵安装支架1,97X-LC-C项目,0.101,130.0,70.0,90.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,382.0,H97A5525005AAJG08,左遮阳板底座盖板,97X-LC-C项目,0.005,76.0,39.0,9.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,383.0,H97A8403004AA,右翼子板装饰板,97X-LC-C项目,0.233,780.0,160.0,80.0,B,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,384.0,H97X5100011XA,后车体总成,97X-LC-C项目,N,1890.0,1560.0,490.0,A,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,防锈袋,有
,385.0,HQ1841035T10L1S,六角法兰面螺栓,97X-LC-C项目,0.0295,125.0,33.0,33.0,C,1.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,386.0,HQY69501,卡扣,97X-LC-C项目,0.002,20.0,20.0,20.0,C,19.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,387.0,H97A5006010AA,前端模块锁支架组件,97X-LC-C项目,0.463,435.0,325.0,210.0,C,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,388.0,H97D1303024AA,PTC2进水软管,97X-LC-C项目,0.151,340.0,80.0,20.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,389.0,H97A5006030BB,右后车门防擦条总成,97X-LC-C项目,0.917,1136.0,86.0,120.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,390.0,H53A5016022AA,密封贴片Φ18,97X-LC-C项目,0.0007,18.0,18.0,1.0,C,12.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,391.0,H97X3629800BA,前视单目摄像头,97X-LC-C项目,0.273,149.0,70.0,40.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,392.0,1101731-RA52,空气过滤器,97X-LC-C项目,0.061,98.0,72.0,111.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,393.0,H97E5320010AA,后防撞梁焊接总成,97X-LC-C项目,4.41,1184.0,170.0,198.0,A,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,防锈袋,有
,394.0,HQY398B01,A型通孔式嵌装塑料螺母,97X-LC-C项目,0.0008,13.0,13.0,10.0,C,9.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,395.0,H97A3718014AA,右前门照地灯,97X-LC-C项目,0.068,101.0,46.0,62.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,396.0,HQY1851253T10L1,六角法兰面螺栓和平垫圈组合件,97X-LC-C项目,0.07,48.0,22.0,22.0,C,3.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,397.0,H97B1104022AA,燃油管路支架,97X-LC-C项目,0.06,125.0,45.0,22.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,398.0,HQY215B0618X2,内六角花形大半圆头螺钉和平垫圈组合件,97X-LC-C项目,0.01,18.0,6.0,6.0,C,6.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,399.0,H97D3101030ABBH08,右前轮眉装饰件总成,97X-LC-C项目,0.513,1052.0,575.0,69.0, B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,400.0,H97A6207024AA,右后门轮眉防污条总成,97X-LC-C项目,0.185,597.0,23.0,29.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,401.0,HQ32010,六角法兰面螺母,97X-LC-C项目,0.0117,22.0,22.0,10.0,C,2.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,402.0,H97D1109002AA,空气滤清器出气管总成,97X-LC-C项目,0.27,154.0,135.0,87.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,403.0,H97A8402022AA,机罩后沿装饰条,97X-LC-C项目,0.316,1300.0,100.0,160.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,404.0,H97Y8201009AA,内后视镜后装饰罩,97X-LC-C项目,0.11,171.0,145.0,115.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,405.0,HQY39705,簧片螺母,97X-LC-C项目,0.001,14.0,11.0,5.0,C,5.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,406.0,H97A5518017AB,左C柱天窗排水管,97X-LC-C项目,0.195,1380.0,10.0,10.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,407.0,H97A2906002BA,前稳定杆接头总成,97X-LC-C项目,0.568,220.0,80.0,40.0,C,2.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,408.0,H97A5300005AA,前机舱封板分总成（左）,97X-LC-C项目,1.8(±8%),887.0,432.0,154.0,A,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,防锈袋,有
,409.0,H97X3631802AH,MP5音响主机总成,97X-LC-C项目,1.4,192.0,62.0,181.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,410.0,H97D1300018AA,水管支架3,97X-LC-C项目,0.079,125.0,50.0,30.0,C,1.0,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,,
,411.0,H97A5006025BB,左后车门防擦条总成,97X-LC-C项目,0.917,837.0,84.0,164.0,B,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,412.0,H97A2803034AA,前保险杠右上安装座,97X-LC-C项目,0.02,22.0,75.0,61.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
